(-0.2074628971698862,-21.751965910699226)
(-5.146848261070016,-0.10303176254318158)
(-12.279198102769016,1.330834353078914)
(4.923812808730483,-25.315785527216875)
(-2.6258903427837375,-29.83258692641635)
(-36.910761649291295,-14.072230924695974)
(-3.967256270118485,4.362692518780598)
(-62.99755525440249,3.267516440268367)
(-0.6884845694721142,-0.3945602946419038)
(1.0627532213854243,-44.52034308540568)
(-1.480377612745418,23.740332825081065)
(-10.886018380987924,-0.22510063735564412)
(-70.10409769144879,11.631078694634224)
(-4.424993172286405,10.755959346503706)
(-22.896958138790392,37.05392064165582)
(15.48005228291938,12.170309066016285)
(8.489145381882736,-19.50589498630287)
(15.487686131996053,-2.144865556891827)
(-35.932038589252876,-0.7957435042432444)
(-48.91492970975981,-21.742512846397197)
(36.25727430747433,-40.131431905816754)
(-10.561657885663399,-2.0893603544699713)
(-8.961996348027455,-13.58468592933985)
(-45.319097451099196,16.278129756072534)
(-14.901089119286828,-32.961676652373306)
(0.5785318847177291,8.171321942411947)
(-0.8195685563537614,30.465449785134034)
(-35.647810252953946,-0.41479302977800203)
(-9.7108297286754,-1.8657206108844953)
(-8.10442419162299,8.87954877619677)
(-18.97901690975562,-16.39594114819056)
(-7.6734119768304625,-1.5082061275321736)
(19.30720762578724,-35.966870034256466)
(0.8288487275702816,-9.450323464595009)
(4.313455732421971,2.6322115708845093)
(13.417508459968131,-65.64260388507603)
(-1.2219182203610135,-0.33049830031760985)
(-0.5492449340969707,11.89611982576278)
(-4.611025613865275,-9.568707331830291)
(-27.216181301874048,4.670289880601581)
(-21.741639387306357,-28.876333257855656)
(6.41573580524074,13.938600417917488)
(-33.525697054976305,10.154492839190151)
(24.338642636253397,-16.469316645850228)
(-10.831382732700087,-37.24143872963501)
(8.975157504709362,-5.943760679812353)
(-34.671955683446974,12.525194996767148)
(2.3608323263309807,0.0)
(30.01204871186026,-25.96507170695153)
(-15.608478334244664,5.411057517436584)
(-5.826301554968823,-14.98843528980276)
(-51.40534779317622,12.700750448574695)
(-4.467509420916897,-23.100556160834902)
(2.574437410632416,-17.764894635412162)
(-14.1280689927639,-0.9034194419127345)
(-7.889901624786652,-3.3018892776167776)
(-21.844569161069202,5.4650139287373465)
(-0.3054747677502556,-13.199626883438977)
(3.660989421651911,-36.97396071152176)
(3.5830771407118696,-11.875276314749545)
(0.6607276320407993,-46.50402667758894)
(-5.929239516879234,13.607007671388983)
(-7.973711910231303,0.4740378039702703)
(13.131614959847886,-14.990294951375159)
(-9.334642659479167,-20.554464235378365)
(21.289465140300305,-9.234322805680886)
(8.707174401063194,4.372713592867874)
(-6.009515695117113,0.36857657623395024)
(-46.38843450553583,17.94728386311039)
(27.053705223409988,-42.756957270756615)
(-33.587006847294056,0.17497269608230892)
(-2.812373880607292,15.784886054409357)
(-39.1715172466709,-10.837516267632719)
(5.376833775721926,-17.234018695787704)
(-22.76356841621235,-61.40917059630664)
(20.263668467775034,22.993907751214557)
(-13.935693592358433,-37.65107483025754)
(-3.9557663375170335,-22.80972925443777)
(-31.651300348354734,-8.503342441432624)
(-36.947575403963725,-5.4079258966660335)
(-11.529701958095373,-41.075305640186436)
(16.30925454966719,-41.93061670459038)
(0.0,-9.770016332985536)
(0.3052246303546733,-15.851571097597292)
(9.161291106460965,-33.947582508057984)
(-20.902663412086056,-8.008748581969954)
(5.6267029854740915,-11.933870231878325)
(-2.3139027946372144,-26.09153341550609)
(5.618098972716329,-59.45334736264559)
(7.4908272790460675,30.831142056381164)
(-8.243263067602815,-3.204527239951444)
(-4.055756449487058,-3.9250805960909316)
(-49.37420615764704,-24.44600102111065)
(-60.90077138753766,37.16565241615581)
(11.437926929205737,12.819622128104717)
(33.47943412791799,-49.172181564097905)
(-2.9700288423004366,31.999943571351096)
(9.013743405056584,-12.266895531957482)
(-27.364625583395753,-30.124338764031307)
(-53.57307003324718,-9.559862197831476)
(-4.54104962207166,-33.133128667753965)
(-25.089849271436744,-5.366544859087493)
(23.209704002869593,-26.263187290288624)
(-1.3400791579782312,-32.3026974933994)
(-40.72209782767134,3.7799425049156445)
(-19.20231498273535,-29.281410422824507)
(26.001514990633897,26.41991853141461)
(4.732679813314637,6.263625257863445)
(-52.659494880443674,1.3818513917692121)
(-18.033537215879797,14.710610512851531)
(-28.554625118233194,-3.2541306072506213)
(-14.418171842438856,-24.429648206133262)
(-34.80060148821949,-1.3429104248240167)
(0.588162346829229,-28.77699697696142)
(1.427053003790939,-1.8068704727001972)
(-11.007715625119538,-12.957176395158497)
(25.228811591605037,-19.556842944786826)
(-36.78108636985362,7.112901968647048)
(-4.830008821639165,-41.84681665714892)
(-52.637432436067016,-3.9079358098764567)
(-1.408566303972584,-56.77142674868618)
(-16.545565191619076,-24.01572429267431)
(-1.757979121793467,-26.540442890114015)
(0.1754881384804683,-34.16392690712968)
(20.960539266649292,0.0)
(-43.47605135010584,-37.232688217221146)
(-47.454088822078965,-5.662524508106987)
(-5.235126941074853,-25.222661527280934)
(19.347810896163598,-26.490374648370608)
(-64.63099763278991,27.700453372741364)
(14.304020484099262,-6.850293929164161)
(25.13958412620219,-12.126215993029273)
(-10.036512580688026,22.90901985358491)
(1.6752432622862177,-17.653590819461918)
(-28.27311038311718,0.7529322029874951)
(-25.784947681982764,-10.068722511330387)
(-35.52850750564806,-10.580671704752733)
(-9.611010955009029,13.643857334852614)
(11.100143958420308,-17.01740924668016)
(13.765361704553047,4.428126471051696)
(7.040008449362095,20.049631792108173)
(4.147087217555141,-7.560078002612595)
(0.6117074566596128,-1.7419986309604791)
(-6.260978720327335,27.921915547378017)
(-57.31592512226754,-53.97206755221404)
(30.352767781612208,8.679993890518453)
(-0.17464547425134525,10.982654889535912)
(1.045078557160407,-40.432964014518575)
(0.009131256990098868,-6.437878253021159)
(-8.904789431970501,-54.45550587969423)
(-12.622778274824585,-64.87459683768037)
(14.192451513394724,-7.93682196569754)
(0.1457612505094943,0.9265408491664043)
(-9.867501380709403,13.141559560469366)
(10.770937765398076,-26.946063655939376)
(-22.17640198935662,-44.29549905220497)
(1.9614636538439703,0.608058692659994)
(16.93273822890588,-23.881951067810398)
(1.4215622734756572,-7.591897022375017)
(-13.062264373194708,14.79697164218141)
(-41.63377702809472,25.02017450427357)
(0.019188934663465496,11.79914578860408)
(11.82664715590766,21.015434077686574)
(-14.859770003860291,-23.593889295353325)
(-28.814142973346836,9.690749121987494)
(-11.868002624293835,-48.40781704070735)
(-3.9697524800558535,-31.513168307609305)
(8.620109174929794,-12.362816671422305)
(-6.047184307579099,4.134327422639)
(-3.322043886122321,-11.756859210833273)
(-2.5995558009501254,-46.98372318269975)
(-0.418544133388131,18.805632041409414)
(12.121843327536034,-6.792879184733547)
(-70.2876064313861,-62.31594891655804)
(6.137390280560396,25.820701030772867)
(-9.121770626938552,-9.666791773239828)
(-62.18250309384812,-72.69652655436914)
(-1.593025693569154,-24.000013623803966)
(12.230634226590247,-9.765876108785957)
(3.2279947567251437,28.486092121901653)
(1.0860095151287021,9.323813344036747)
(-1.2916262963483858,8.531520801903177)
(0.0,-8.08497877166262)
(-6.34752278037919,-8.93334129255555)
(2.054353920064539,-2.576463491355921)
(-11.310970475616061,1.428249167623186)
(-20.233758086872648,2.5045572689273357)
(-51.146169222266145,-1.319659282735968)
(-21.44787119214,5.274473126341092)
(-32.27839332503797,8.058107749620948)
(-3.9246309346386354,-9.377067333798307)
(-46.77774704477156,-14.168420976200116)
(2.0851905195449536,-59.994002979659705)
(-3.13133799878061,-6.078516850095106)
(-33.63719064183853,2.5925712926795503)
(-0.5048007876665797,0.834042845311223)
(2.664439334430246,-15.48259168218079)
(-40.44456555825256,19.71549949746721)
(-10.747499589956671,3.0161902093447357)
(29.36628944404491,2.3233702664517213)
(-50.39271845452161,-58.61899851081896)
(-60.05687602104842,-2.2405635430008406)
(33.877769610607004,0.9123808469209094)
(-23.40174356104996,-11.888018322430991)
(-18.552962973243645,-3.0286196721700382)
(-41.013754090769446,20.57970399306468)
(-26.952801237675516,-14.017984993880825)
(-5.6322472729819655,15.558534979236688)
(-11.599819204594294,42.795127240601985)
(-73.173841240175,49.14527517403952)
(-16.604397747855824,-26.161505991929708)
(20.428281330550487,27.509610536371245)
(10.114528023693545,-26.94742095558024)
(22.20095395787149,-48.35936801395743)
(-66.01045155299383,0.5921615949557171)
(-2.6984114227900413,-5.93969332297318)
(-15.79192099922706,-17.840926518656683)
(-0.9890712436030356,10.74373325356371)
(-15.630138791272719,1.9065650733172845)
(-1.2417572449951533,3.1948435150971672)
(-28.831226957782256,-34.99397277185563)
(-18.495490521316945,-25.563481781465363)
(3.1465920665077647,18.91339236810249)
(-6.270079419061695,15.249061141790703)
(-1.1233686779250185,-1.7344698145075599)
(-4.634224438979597,-16.065446986166577)
(-31.58247227227544,36.35000892587779)
(-1.567065223895606,-21.03953499163938)
(-14.60175878583603,3.3023043242912316)
(-9.155939668666544,-24.518474306687967)
(-15.237813000838985,-1.860434115120988)
(-1.4667653532979323,16.79084508599571)
(1.7590876979171641,-43.872540607809384)
(-2.8126841602932395,-27.513662609468962)
(3.9965992255870457,-7.118236419254203)
(0.8369715446607209,-64.84732914210359)
(4.652965387490937,16.930856823050718)
(-0.4491837320233403,-18.057286187231952)
(-19.862868446950074,10.07241785639973)
(-3.751551563104907,-10.691361239059876)
(-35.38093995810664,-3.7101959452853004)
(15.77945532392296,-28.03170562971182)
(34.84135424329552,1.775277239461114)
(30.802049503553807,-7.845885461558871)
(-22.235813456453116,16.249769186764667)
(-13.503831156249918,-37.70928710685384)
(-32.076869443609574,-38.68905417288379)
(0.0,26.44470642494392)
(0.5429172387559886,-26.396907872128647)
(0.0,-0.9465237991606938)
(12.05614610536977,31.043255601359412)
(-33.210188579903395,22.520319919475682)
(3.7017755436221034,18.35505030544596)
(-10.47535740677505,-55.72506367555199)
(-0.7381812149542943,-53.44372653321867)
(-38.74920124685614,22.257419609854328)
(37.07006222870769,-72.28581233401513)
(25.878890898753074,-3.6326543424218913)
(26.72289322492237,9.612930165139744)
(-34.66330655081871,13.435658078272574)
(4.562474707467104,-26.012648432955633)
(20.334719335759935,-5.78439086678311)
(36.64937311100784,6.048975492547754)
(-47.31881227761471,-0.08931726743213209)
(-30.019838224208772,-4.873059201988056)
(20.528055506400616,-0.7106574616927652)
(16.385314938812304,2.115608130990622)
(-29.289640388061944,-16.92557402109421)
(-15.971357395826105,-1.76278037279249)
(-7.275075545118514,-0.9613842288870967)
(-22.5225713349674,-7.464210191605424)
(-31.687615412000557,10.718066278751056)
(-6.945403471731998,11.232164465486557)
(-60.93321270257029,18.690404775829258)
(0.3538364701170278,-6.591686344885983)
(20.609369323630048,0.7347073803633495)
(8.947162480947725,-2.947162195452848)
(27.08793768460766,27.149541659424557)
(-18.56709120128838,1.3489245915086758)
(-8.281424727638177,-44.761201932139016)
(-39.2663667644596,46.258884280511694)
(-28.57382205490191,8.671621362412942)
(-8.294871730283253,10.535071731697249)
(-2.9557462122251197,11.70597868718485)
(11.91236300490264,-3.313368413789771)
(-3.3454346754476996,-6.936240358015382)
(5.232583516757862,-36.453798740469864)
(-2.698829219968224,-1.9586182905899718)
(-68.04749742541685,2.4787580389515633)
(6.8796850810658725,-69.7220473549508)
(0.8007729503174756,-13.354150411441774)
(0.2850827548715118,-23.688644649681706)
(-10.85689670675084,11.096186551509108)
(8.588295451838247,-1.113850339175113)
(-0.6895068325814266,-23.38002752218752)
(-30.196544396340673,-1.359025206803679)
(-9.274202152396828,-48.26062653068638)
(-1.3817005116257404,18.59642890711935)
(15.198296132453242,3.440651072212061)
(-0.644100639649277,13.541635587426155)
(-9.494455309982015,3.8664487250422703)
(-6.145914870093142,0.9860799517040697)
(10.748469123063423,3.892160733241825)
(-15.676122939153297,-21.853362048991848)
(44.5280224205159,2.3874717014000173)
(2.9527173124973176,2.3650922417789797)
(27.93244366275024,0.9875179331763345)
(-4.797475951071206,14.917165385575538)
(-11.087720910937628,-50.1170092714736)
(-10.097594273173325,3.6515063888349504)
(-25.681839624302278,38.22302877715686)
(15.275947214195686,44.37657845225933)
(17.724516589660993,-39.04138485380168)
(16.016756567368237,-4.489778716833855)
(2.5922736905021004,-11.489622393395434)
(-2.613300719272388,16.937362503417837)
(-31.313753193613042,-19.686312547214833)
(39.62411334601535,16.366930285707134)
(9.102118573918487,-37.90780560529407)
(-17.73680570463618,-3.09325616170241)
(-2.4517424508275956,4.049147046827558)
(-27.063662038568648,-2.285625399996798)
(-59.226900552128505,-11.679365459784165)
(6.1017092479155695,-19.387566467175)
(8.500070075850491,-10.649820037621136)
(5.180578449834689,-21.854791609530743)
(-3.5416730068033027,5.97831086410886)
(-17.422274575481556,0.6084625475869004)
(-17.21751625363292,-21.16528910367427)
(11.026680104657805,-8.63770681993988)
(-9.408578423755086,2.4062104736991916)
(-9.18662463395766,-15.760569216369621)
(-18.58263517463498,-4.809457006934441)
(0.37238026841721417,-18.674151899935932)
(8.154325243128763,0.6631324093534952)
(23.341020612535175,-4.9922884597241595)
(6.653774637363028,2.5615995501905227)
(4.676504261878241,6.74651811319717)
(39.67224306738153,-7.611618838857411)
(-8.366625227219554,2.7609145842804876)
(2.5660242960770385,-43.57095254738522)
(-39.56040045534324,40.63732952165556)
(-2.678414192064374,3.589499216902065)
(-7.514367401538697,-0.2922255095112618)
(7.796640035154686,12.288031203604573)
(6.5683155544927665,10.535343525054717)
(-29.41279897541606,-58.56410476648695)
(20.28631670493565,30.557113532846884)
(-22.331706387347108,10.624629473761836)
(-6.058499720497372,-0.5747167401273836)
(-15.166144545051768,-4.464476262472337)
(-0.4191127476072629,0.25465009066182454)
(14.25990942297069,10.959128470500193)
(-2.483572535868076,-1.6174901912786517)
(-49.47096036401152,-12.12678009526504)
(37.77151103963424,-39.491701727691655)
(-40.796433720916106,-4.327782443836052)
(-20.245022702317975,16.483091077721653)
(-3.094276716279198,-54.77647486268303)
(-9.006756462625203,8.313818489331137)
(3.079825729523058,-4.9965431947081855)
(0.654725955658988,-0.3100393924570961)
(10.132076488869108,-46.12904012640358)
(9.01602723451876,9.87440671006373)
(32.803486710430754,-14.383511926227449)
(16.740186604711866,1.5334142788934912)
(7.3888240467364446,-2.194322049590806)
(-2.249539672732684,1.228174546712956)
(-7.9604732941040135,-11.647221614878397)
(-67.09719151895254,-52.47109796809145)
(0.5489877955606746,6.920469851643565)
(-11.739732022373307,-26.161937184041793)
(12.478077480992411,-3.399118518957035)
(-4.702217532535707,-29.951983383270274)
(-9.046124544906355,-77.20940556278906)
(14.35598184109963,-2.234691015940408)
(-8.57200016678856,-21.46984617361169)
(-17.50823630940789,-25.292103184259002)
(-41.90047487619777,8.404389674471615)
(-34.18217003908964,-0.9707542911719221)
(-34.538657245623014,-23.940260997366714)
(-10.517540662275259,-66.85715707864121)
(-18.47831833642754,18.522562611954946)
(-66.56807125667055,0.5064895136612957)
(-17.804609433273555,-29.922568370766083)
(5.956055848018379,5.440676931657574)
(-11.666859209100455,28.290169078070708)
(-32.842165397486205,6.905916106990823)
(7.334948555789039,0.0)
(-14.728305120559051,11.211401790990367)
(-16.43943505922349,17.626567108676554)
(6.1966653920947365,28.770395262153126)
(-21.955925225312885,-7.644589348526935)
(0.758503325815926,24.665516638934577)
(-8.599113714420549,-20.35321674258718)
(16.530374427599327,-1.180372394044487)
(-6.011460282075502,20.768584390938397)
(19.425242986985456,-2.473608931971645)
(-0.7870925821554203,-4.8000826105089445)
(-5.709327217003804,-14.538874348692467)
(-3.8494297624875555,8.151892734430852)
(-44.05504510596823,-27.642998486594625)
(-24.425023604009002,17.66363431442173)
(-19.67330401780866,-22.69489600472219)
(8.997807637205637,4.06274498093423)
(27.3357318696885,-0.4131192689374661)
(-32.53907519419042,-0.14654901936102616)
(-28.12348293605994,-16.635225290065435)
(44.79218986424824,-1.2147182918043522)
(19.39939844409896,-11.902716480837642)
(0.218348375863055,-23.26736650933519)
(5.6287689116090585,-57.57212840318264)
(9.458519164096574,0.2600698868468123)
(-23.32475340416237,-11.564907244497975)
(-24.289321135547382,0.0)
(-3.8083842852464853,-5.240543193305703)
(31.439421077662253,9.775613737899965)
(27.259218523060103,-24.927329835125278)
(-51.47907355646513,-0.07542626482380066)
(-57.95890077364698,11.648391807393438)
(3.660348078811456,-1.8473640148216532)
(22.810394441675985,0.33742832229118447)
(-1.4405408152293608,-8.661830986540622)
(-32.95089663033792,0.0)
(-27.17659496265817,-5.305845813832082)
(38.40469800248215,20.369027426793558)
(6.726863502535297,-29.151691558717694)
(8.478486882311856,1.7708423991459876)
(-11.204753968030039,-41.92002350328484)
(21.087356367921014,-56.14619994651561)
(-22.057079622400476,-18.560242004922404)
(-9.614102783168839,-8.070469165702491)
(10.85107141325555,-6.508186831585927)
(-4.653161977985031,-16.825770294758424)
(-21.810209519056908,6.099889328070363)
(-10.187580707406058,-26.909832686819687)
(1.5457540882687768,-39.27534220159849)
(-4.0545637815402475,-17.189991927384792)
(-1.5285864006588834,-2.738875079732905)
(-5.022328886688456,32.83626191146006)
(2.105263220428828,-7.669811516405529)
(-22.269950139995505,9.90491703161353)
(0.08785538508769619,-20.96225127478)
(-14.841614482371773,-29.389572573520518)
(-13.146210801600866,-18.721534497576325)
(-8.676458317030454,-15.060509902179126)
(-10.495526042076733,22.491487133493585)
(4.173836837668211,4.3799920818572895)
(-41.14965911255838,-36.862839297416556)
(-8.249506025230854,-35.62434967717255)
(3.530319003082963,0.4537304878591736)
(-2.9487289990724523,-22.90173453000026)
(-45.27176576990418,-21.412849820967494)
(9.803390692818954,-1.3117331476361305)
(8.584410397167062,-33.37575398142442)
(8.52440946543355,-5.6073063188366605)
(-22.40464615279501,-2.226043808944955)
(-21.842467771703323,9.01349843473619)
(5.362413733008909,7.078832578095289)
(-10.801245980598104,-64.05808579356794)
(-43.09394531971394,10.207113450861007)
(-33.89798047499775,20.241762103847527)
(3.0657557949400642,-44.52640240543799)
(-62.09888319747927,-0.49113206902771966)
(-8.646509641667633,-3.786415131131846)
(6.67772008738767,7.648604361435044)
(7.753728009071323,-20.556388888106397)
(-64.65491436050644,10.434446206240503)
(-13.163789513565296,16.36784522926021)
(-12.13654403538921,44.8109101870048)
(-25.51683572225512,31.196208006073554)
(-25.893713714248904,5.726103991677924)
(-4.602806885938078,-1.7761050142457555)
(3.262320981106184,7.246882228991764)
(1.0576723070453444,-24.58699333638872)
(25.66072598501275,-8.354455925681753)
(10.424927352237688,-41.753490926860046)
(3.9351448068305954,-5.198046805614134)
(-17.208642546892282,-13.858822220161063)
(-28.11230381757452,-35.21876581893217)
(18.055534243255423,-61.504530904886906)
(-3.099160026995243,-2.4598007931570067)
(-16.92579706607227,8.392798661195568)
(30.396940886424193,-11.667232413530408)
(-5.6303981952570235,21.808294653488666)
(-9.486021630876483,-43.425104623196965)
(5.912285136477119,-6.190053924212583)
(8.971379381189466,-29.035284455533)
(-12.567370865151368,-2.073495345805012)
(-1.6941251221940905,-17.24730515545083)
(-23.612400955905347,-47.39343919721625)
(15.133825391991877,6.808441417109923)
(-29.975178272582042,37.76384919414286)
(-0.7862831867674664,2.301172214830745)
(-37.64849692913851,2.461193752422352)
(-8.852175139304736,3.0476631328121098)
(-32.95665562854045,2.620297229652275)
(-32.10798682826399,-0.6585865282941664)
(-17.468302034050343,-19.654699451828208)
(-24.75586051533718,19.13890932946601)
(-29.087423265644013,4.391980066988357)
(-7.946356815971807,-9.75370292904173)
(-16.732223794827487,1.7496908589946305)
(-6.720322898716276,2.1879149387128956)
(-11.485077087477395,20.128830584715303)
(-0.4409679889159175,-0.7025781604555736)
(-38.1935960102638,-9.047368541344436)
(38.907223593246734,-17.594670963164866)
(-6.395414415475957,-19.460849839568798)
(4.981659595651543,6.228673224207821)
(-40.600263454396426,5.278944299378619)
(0.9768751718358853,-11.241988308135607)
(1.4265021183414013,-16.280182179097363)
(-0.31911377434319,-23.719050748968108)
(-5.353530951754143,-7.111346707437997)
(-49.1334165378823,8.260643461614073)
(-50.50137524739186,20.355160263161473)
(-28.657463599426315,4.698133013054783)
(4.91850824051084,-30.54011507928793)
(9.675911452431539,-10.352856683253808)
(-13.078224449872353,-34.389161819093175)
(-18.45028176259096,24.601896345988692)
(-12.621172622556859,0.9984079997066304)
(-45.03340309318238,-9.836523377583816)
(-20.134755266208966,0.3798402612306302)
(15.141596512714663,4.182303642812651)
(-34.512997707173255,2.7880774049171455)
(-18.27689546243268,8.14843476241748)
(-72.69672544338155,-36.631597023117116)
(16.173629510994942,42.60961039809723)
(0.0,-0.1932612016680344)
(-12.3181654373129,-54.32112337438605)
(-0.5638094368714031,7.972979506791246)
(-5.950075368018487,-36.54308791371783)
(-73.08044763882666,-4.994970679538838)
(11.486590941299118,-29.849995992396547)
(40.327007536289216,4.427395774020899)
(-2.195299994668731,-10.788134391168661)
(0.6188491795948455,-28.619779076864432)
(12.850338940437023,-18.435641380110432)
(-1.0726253936838615,-7.401835700585078)
(-3.1903286411025893,18.67331967635335)
(-47.548756528362844,15.075702911966927)
(23.81259687570452,-3.8732482705137596)
(0.24042007608340388,-28.044522645651902)
(-36.891868066844204,31.01035295832559)
(-16.94272146113176,-0.5959407346846806)
(-58.62509337812999,-32.34058538857802)
(4.688275709384641,-22.804484280829136)
(-22.759630271663546,-57.097748591511056)
(-46.38778438484959,1.6200918879911614)
(-2.997084352785142,29.35560182296466)
(-60.84693737783127,-5.425318481063171)
(-23.68391275900001,10.827844911492518)
(-1.122650070188178,3.606019998776352)
(-6.591199370070576,-3.72218410012106)
(-5.777712185928433,-20.952915083915887)
(13.090563416886368,-61.68939106433157)
(21.159531707697703,-50.33844350756377)
(-35.116065589726084,-48.57057142239365)
(13.678852654601398,-6.54885202023968)
(-2.8156164191105266,11.194529179854703)
(-0.987920929588335,14.865080995161737)
(-0.004244735271907718,-13.813471465404508)
(-12.98899740305556,-2.640333190868607)
(0.0670567772542695,-47.02777470667516)
(24.106460123618707,-5.5251940934387065)
(-5.400956903320211,-16.02605097474218)
(10.324841201679012,-0.1676365490874352)
(2.76463576958917,-7.792315827069531)
(1.2832715348204298,-0.5888168908189142)
(22.664908151870215,1.6676565111798864)
(-10.92283521277159,23.083229262184606)
(-37.90214087114695,-10.880677863726913)
(-35.07561159203453,-4.359052008489485)
(2.685808079707127,-40.10415422079458)
(0.16278279760127323,-2.9200283992495337)
(1.1936626838672881,-8.439373525649744)
(17.176959103313624,-23.161028425228555)
(-49.49303430390776,-3.0973879049976727)
(-54.93135651691259,-16.877349536135828)
(1.312654995640446,0.9809593278364658)
(-23.033507206840476,12.213989979439194)
(-2.106626980314168,-10.476705864853567)
(6.976299679839234,2.5790657891587294)
(32.190285693934236,-42.324628156791505)
(27.85853994556662,-5.793430465092895)
(-11.975220377474333,1.1557006853540308)
(0.2197227181503827,-13.565941907377985)
(-32.4060334283648,-26.46374283642624)
(1.7889874885862707,0.0)
(-18.561205540707963,-46.17568942829382)
(-29.560267066627663,14.377748873700035)
(-0.09485861561213893,28.264219087140557)
(4.2227990095838415,14.86853643091048)
(11.44589338978959,-31.65283011703402)
(-4.014255998636747,10.756522285326978)
(-42.85369810617345,12.02054949362813)
(-12.120783824499199,37.417431750355675)
(-47.06659344627853,-1.6280186970504618)
(7.882563040237463,-30.50477662611655)
(4.335359929289459,-13.265790138220451)
(-19.95508579245917,-44.640400872041056)
(-53.157773008803645,-12.640650269495767)
(24.744176511042753,23.30569732022451)
(2.7863444669071544,-37.224781008745715)
(-34.278968954342524,-42.48882904761057)
(-23.757094018641485,26.182131903948676)
(-2.3412630849698113,7.879973940321041)
(-19.282420587454453,-0.9781296323783932)
(-7.255762634103199,2.7030922746106443)
(29.761456589196698,-7.133144415867032)
(-8.441656651704637,34.72548083317393)
(-40.82346260489529,-48.86321366928901)
(10.186474307402294,7.123411734005332)
(-12.420163227209285,-20.77813523464773)
(-38.0906363865713,10.893985347017482)
(-12.81660916839872,-13.366418574754016)
(-1.395297468223314,-3.9139761533445894)
(-10.859143343070398,22.20669722842397)
(-4.729251324472894,4.532569592731006)
(-16.8675566885971,-14.458304375091496)
(-16.15440332205549,-3.5100164735036365)
(-56.61340323802244,-45.607871423544424)
(1.5181957562925203,-26.175366006241696)
(-14.282193744915206,24.80426878276302)
(-49.76565489725729,-4.152305207129617)
(-20.438629508556886,8.7780272681051)
(-31.70926470965705,0.3691266231833268)
(8.562570714584531,1.7992544405619242)
(21.41175403690699,-10.443665720409507)
(-7.477736329673068,-36.27488284242599)
(14.42774726793992,-2.573785489870053)
(-0.22176328708570703,-50.840500655622044)
(-10.380236719460102,-5.33768428962948)
(-48.93405783805044,-9.68929896459952)
(17.298321416628816,10.879423365306222)
(9.187694316848226,-32.93594726065399)
(5.201113146020037,14.342264112309813)
(15.121271332042312,33.566507591117684)
(-56.258241415385704,-10.498385915304787)
(7.416632184168462,10.703771133840636)
(2.2259123002581354,12.071179308604282)
(3.0205374436785712,19.788463175269698)
(-31.02784727744055,1.6888589834477328)
